Brand,Type,Manufacture_year,Mileage,Price,Body_type,Fuel,Horse_Power,Gear_box,Transmission,Color,Governorate,Address
Honda,City,08-2017,158 000 km,38 500 DT,Berline,Essence,7                                                                            CV,Manuelle,Traction,Gris argent,Monastir,ADRESSE :Monastir
Suzuki,S-Presso,08-2021,70 000 km,32 000 DT,Compacte,Essence,4                                                                            CV,Manuelle,Traction,Gris argent,Tunis,ADRESSE :La Marsa
Seat,Leon FR,06-2022,4 000 km,118 000 DT,Compacte,Essence,8                                                                            CV,Automatique,Traction,Gris Shark,Tunis,ADRESSE :La Marsa
Jeep,Grand Cherokee Limited,01-2003,250 000 km,48 000 DT,SUV/4x4,Diesel,10                                                                            CV,Automatique,Intégrale,Noir,Ariana,ADRESSE :Cite ennasr Ariana
Volvo,C30 R-Design,06-2011,144 000 km,38 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Noir,Ariana,ADRESSE :Cite ennasr Ariana
BMW,Série 3 Première main,08-2015,126 000 km,72 000 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Blanc,Tunis,ADRESSE :El.menzah
Seat,Leon SC,04-2017,100 000 km,47 000 DT,Compacte,Essence,6                                                                            CV,Manuelle,Traction,Noir,Tunis,ADRESSE :Tunis
Mini,Countryman Cuir boîte auto,12-2011,157 000 km,44 000 DT,Citadine,Essence,7                                                                            CV,Automatique,Propulsion,Blanc,Tunis,ADRESSE :Gammarth
Toyota,Land Cruiser VX V8,10-2016,81 000 km,420 000 DT,SUV/4x4,Diesel,19                                                                            CV,Automatique,Intégrale,Noir,Tunis,ADRESSE :1002 tunis
Volkswagen,Golf 8 RLINE,10-2021,38 500 km,150 000 DT,Compacte,Hybride (essence/électrique),8                                                                            CV,Automatique,Traction,Gris anthracite,Tunis,ADRESSE :1002 tunis
KIA,Rio Berline,07-2016,230 000 km,40 000 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Noir,Sfax,ADRESSE :Sfax
Renault,Clio 3,01-2008,125 000 km,24 500 DT,Compacte,Diesel,4                                                                            CV,Manuelle,Traction,Bleu,Ben Arous,ADRESSE :Radés
Porsche,Panamera 3.0 V6 BiTurbo,02-2016,118 000 km,268 000 DT,Berline,Diesel,15                                                                            CV,Automatique,Propulsion,Marron,Nabeul,ADRESSE :Nabeul
Porsche,Panamera GTS 4.8L V8 440CH,05-2016,62 000 km,330 000 DT,Berline,Essence,34                                                                            CV,Automatique,Intégrale,Noir,Nabeul,ADRESSE :Nabeul
Seat,Leon Style plus,03-2018,130 000 km,62 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Autre,Sousse,ADRESSE :Sousse
BMW,Série 3 1.6,12-2017,160 000 km,79 500 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Blanc,Ben Arous,"ADRESSE :Km1 Pont La Goulette Radès Tunis
54220220"
Peugeot,3008 1.6,01-2018,92 000 km,87 500 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Blanc,Ben Arous,"ADRESSE :Km1 Pont La Goulette Radès Tunis
54220220"
Seat,Leon SC,06-2018,80 000 km,51 500 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
98 337 475 
71 779 520"
Mercedes-Benz,Classe C 1.6,01-2013,137 000 km,61 500 DT,Citadine,Diesel,7                                                                            CV,Manuelle,Traction,Noir,Kairouan,ADRESSE :kairouan
Mercedes-Benz,Classe C AMG,02-2023,7 500 km,268 000 DT,Citadine,Hybride (essence/électrique),12                                                                            CV,Automatique,Propulsion,Blanc,Sousse,ADRESSE :Sousse
Fiat,Grande Punto Toutes options,09-2008,232 000 km,25 000 DT,Compacte,Essence,5                                                                            CV,Manuelle,Traction,Bleu,Sfax,ADRESSE :Sakit ezzit sfax
Mercedes-Benz,GLA 200 PROGRESSIVE,06-2023,2 400 km,203 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Noir,Tunis,ADRESSE :Menzah9
Mazda,CX-9 2.0,06-2014,88 000 km,57 000 DT,SUV/4x4,Essence,20                                                                            CV,Automatique,Traction,Blanc,Ben Arous,"ADRESSE :Km1 Pont La Goulette Radès Tunis
54220220"
Peugeot,308 1.4,12-2012,100 000 km,35 500 DT,Coupé,Essence,6                                                                            CV,Manuelle,Traction,Noir,Ben Arous,"ADRESSE :Km1 Pont La Goulette Radès Tunis
54220220"
Seat,Ateca Style 1.4 TSI,12-2020,91 832 km,95 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Blanc,Ariana,ADRESSE :Ennasr
Ford,Ranger,12-2016,97 230 km,135 000 DT,Pick up,Diesel,11                                                                            CV,Manuelle,Traction,Noir,Sousse,ADRESSE :M SAKEN
KIA,Sportage,05-2018,53 000 km,86 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Gris Shark,Gabès,ADRESSE :Gabes
Mercedes-Benz,GLC Coupé kit AMG,10-2020,44 000 km,310 000 DT,SUV/4x4,Diesel,11                                                                            CV,Automatique,Intégrale,Blanc,Sfax,ADRESSE :route de teniour
Porsche,Cayenne,07-2014,122 000 km,205 000 DT,SUV/4x4,Essence,21                                                                            CV,Automatique,Intégrale,Blanc,Sfax,ADRESSE :route de teniour
Audi,A4,08-2019,66 000 km,115 000 DT,Berline,Essence,8                                                                            CV,Automatique,Traction,Noir,Sfax,ADRESSE :route de teniour
Peugeot,Partner,10-2016,249 000 km,34 000 DT,Utilitaire,Diesel,5                                                                            CV,Manuelle,Traction,Blanc,Sfax,ADRESSE :route de teniour
Mercedes-Benz,Classe A kit AMG,11-2018,66 000 km,118 000 DT,Compacte,Essence,7                                                                            CV,Manuelle,Traction,Noir,Sfax,ADRESSE :route de teniour
Mercedes-Benz,Classe S kit AMG,01-2016,128 000 km,350 000 DT,Berline,Diesel,16                                                                            CV,Automatique,Traction,Blanc,Sfax,ADRESSE :route de teniour
Citroën,DS3,11-2011,135 000 km,31 500 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Jaune,Sfax,ADRESSE :ROUTE DE TENIOUR
Ford,Ranger Raptor,12-2020,71 000 km,250 000 DT,Pick up,Diesel,7                                                                            CV,Automatique,Intégrale,Noir,Nabeul,ADRESSE :route de teniour
Volkswagen,Golf 7,11-2018,88 000 km,108 000 DT,Compacte,Essence,8                                                                            CV,Manuelle,Traction,Blanc,Sfax,ADRESSE :route de teniour
Mercedes-Benz,Classe C kit AMG,05-2020,26 000 km,215 000 DT,Berline,Essence,9                                                                            CV,Automatique,Propulsion,Blanc,Sfax,ADRESSE :route de teniour
Mercedes-Benz,Classe C kit AMG,07-2021,28 000 km,260 000 DT,Berline,Essence,9                                                                            CV,Automatique,Propulsion,Noir,Sfax,ADRESSE :route de teniour
Mercedes-Benz,GLA kit AMG,01-2019,43 000 km,155 000 DT,Monospace,Essence,8                                                                            CV,Automatique,Traction,Blanc,Sfax,ADRESSE :route de teniour
Volkswagen,Golf 7 R_LINE,07-2018,95 000 km,120 000 DT,Compacte,Essence,7                                                                            CV,Manuelle,Traction,Blanc,Sfax,ADRESSE :ROUTE DE TENIOUR
Mercedes-Benz,GLE Coupé kit AMG,05-2020,37 000 km,580 000 DT,SUV/4x4,Diesel,18                                                                            CV,Automatique,Intégrale,Blanc,Sfax,ADRESSE :ROUTE DE TENIOUR
Mercedes-Benz,Classe C coupé,03-2019,39 000 km,175 000 DT,Coupé,Essence,9                                                                            CV,Automatique,Traction,Blanc,Ariana,ADRESSE :Jardin d’El menzeh 2
Seat,Ibiza Xcellence,08-2021,40 000 km,65 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520
29 551 553"
Jeep,Wrangler Unlimited Sahara,06-2018,70 000 km,280 000 DT,SUV/4x4,Essence,20                                                                            CV,Automatique,Traction,Gris anthracite,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
29 551 553 
71 779 520"
Mercedes-Benz,Classe A,02-2020,30 000 km,113 000 DT,Citadine,Essence,7                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520 
94 110 013"
KIA,Sportage,04-2019,70 000 km,93 500 DT,Citadine,Essence,8                                                                            CV,Automatique,Traction,Blanc,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
29 551 553 
71 779 520"
Ford,Mustang GT 5.0 CABRIOLET,02-2011,120 000 km,160 000 DT,Cabriolet,Essence,32                                                                            CV,Manuelle,Propulsion,Noir,Tunis,ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
Porsche,Cayenne,01-2011,200 000 km,145 000 DT,SUV/4x4,Diesel,15                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
29 551 553 
71 779 520"
Porsche,Cayenne GTS,07-2009,153 000 km,105 000 DT,SUV/4x4,Essence,33                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520
98 337 475"
Land,Rover Range Rover Sport,08-2014,160 000 km,245 000 DT,SUV/4x4,Diesel,15                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
Peugeot,2008,01-2020,74 000 km,56 800 DT,SUV/4x4,Essence,5                                                                            CV,Manuelle,Intégrale,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
MG,GS AWD,07-2017,115 000 km,62 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
Peugeot,3008,06-2020,80 000 km,90 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Marron,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
Haval,H6,04-2019,90 000 km,84 000 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Rouge,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
Mitsubishi,ASX 4WD,05-2021,55 000 km,122 800 DT,SUV/4x4,Essence,9                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
Skoda,Superb Ambassador,09-2021,60 000 km,151 400 DT,Berline,Essence,8                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520
98 337 475(whatsapp)"
Jeep,Renegade LIMITED,09-2017,110 000 km,65 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Gris argent,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
DS,7 Crossback Opera,08-2019,140 000 km,108 000 DT,SUV/4x4,Essence,10                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
BMW,Série 4 Coupé 420i,01-2015,148 000 km,115 000 DT,Citadine,Essence,10                                                                            CV,Automatique,Traction,Noir,Tunis,"ADRESSE :Sidi daoud route gp9 direction la marsa en face de Carrefour 2070 Tunis
71 779 520"
